customer_ID,day,state,location,group_size,homeowner,car_age,car_value,risk_factor,age_oldest,age_youngest,married_couple,C_previous,duration_previous,A,B,C,D,E,F,G,cost,total_shopping_pts,cost_mean,cost_min,cost_max,cost_std,unique_cost_count,cost_change_amount,A_nunique,B_nunique,C_nunique,D_nunique,E_nunique,F_nunique,G_nunique,A_n_changes,B_n_changes,C_n_changes,D_n_changes,E_n_changes,F_n_changes,G_n_changes,hour
10006329,3,ND,13128,1,0,13,e,3.0,20,20,0,0.0,0.0,2,0,1,1,0,3,2,745,5,752.2,745,768,10.473776778220934,3,-23,2,1,2,2,1,2,1,1,0,1,1,0,1,0,18
10006333,4,AL,11274,1,1,3,f,,28,28,0,3.0,5.0,1,1,3,3,1,2,1,626,8,587.25,547,630,43.047316159912114,4,79,2,2,1,1,2,2,3,1,1,0,0,1,1,3,12
10006334,2,TN,10237,1,1,14,f,4.0,56,56,0,3.0,1.0,1,0,3,2,1,1,1,584,3,579.0,566,587,11.357816691600547,3,-3,1,1,2,1,2,2,2,0,0,1,0,1,1,1,12
10006335,1,NY,12217,2,0,6,f,1.0,75,75,1,3.0,9.0,1,1,3,3,1,0,2,649,2,652.5,649,656,4.949747468305833,2,-7,1,1,1,1,1,1,1,0,0,0,0,0,0,0,11
10006338,2,RI,13402,1,1,4,d,,45,45,0,1.0,1.0,1,0,3,3,1,2,1,723,9,751.5555555555555,723,800,34.612537869647454,5,-68,1,1,2,3,2,1,2,0,0,1,2,1,0,1,13
10006341,3,FL,11898,1,1,9,g,3.0,53,53,0,3.0,8.0,1,1,3,3,1,2,3,631,6,617.0,574,637,25.290314351545724,4,33,2,2,2,2,2,2,2,1,1,1,1,1,1,1,9
10006342,3,OR,12972,1,0,20,c,3.0,19,19,0,2.0,3.0,0,1,2,2,0,0,3,672,5,677.4,672,693,9.099450532861859,3,-21,2,1,1,1,2,2,1,1,0,0,0,1,1,0,17
10006343,1,KY,13404,1,1,6,e,,71,71,0,1.0,1.0,2,1,1,2,1,3,3,661,5,665.0,661,671,4.242640687119295,4,-10,2,1,2,1,1,2,1,1,0,1,0,0,1,0,10
10006346,0,NY,10254,2,1,13,f,2.0,37,36,1,3.0,4.0,1,1,4,3,1,0,2,587,2,587.0,587,587,0.0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,16
10006348,2,PA,12352,1,0,9,g,,25,25,0,3.0,2.0,1,0,2,3,1,1,4,672,10,662.7,652,672,6.717307661721499,7,10,1,1,2,1,2,1,3,0,0,1,0,1,0,4,11
10006352,2,FL,10605,1,0,2,f,2.0,26,26,0,1.0,5.0,1,0,1,3,0,2,3,669,6,671.5,666,687,7.687652437513028,3,-18,1,2,2,1,2,1,1,0,1,1,0,1,0,0,8
10006353,0,CO,11706,1,0,3,f,,33,33,0,2.0,1.0,1,0,3,2,0,2,1,658,7,648.2857142857143,609,717,44.31972580283068,5,-59,1,2,1,2,2,1,2,0,1,0,1,1,0,1,17
10006354,3,NV,13406,1,1,11,e,4.0,38,38,0,2.0,15.0,1,0,2,3,0,2,3,610,5,609.0,607,610,1.4142135623730825,3,2,1,1,1,1,1,1,2,0,0,0,0,0,0,1,13
10006358,3,OR,13134,2,1,13,g,4.0,45,39,1,3.0,0.0,1,0,1,1,0,2,2,589,6,591.3333333333334,589,596,2.8751811537130267,4,-3,1,1,2,2,1,2,1,0,0,1,1,0,1,0,17
10006360,0,FL,13408,1,0,1,e,1.0,27,27,0,1.0,8.0,1,1,1,2,1,1,3,642,9,612.5555555555555,599,642,16.808562632711283,3,37,2,1,1,1,2,1,1,1,0,0,0,1,0,0,9
10006361,3,FL,10302,1,1,3,e,3.0,28,28,0,1.0,1.0,2,1,1,3,1,1,3,677,8,667.875,627,679,17.900019952103815,6,19,2,2,1,2,2,2,2,1,1,0,1,1,1,1,9
10006364,1,NH,13309,1,0,12,e,,46,46,0,3.0,1.0,1,1,3,3,1,1,2,664,7,662.7142857142857,655,664,3.4016802570830427,2,9,1,1,1,1,1,1,1,0,0,0,0,0,0,0,10
10006367,1,KY,12863,1,0,13,d,3.0,19,19,0,3.0,3.0,0,0,1,2,0,2,1,638,3,664.0,638,693,27.622454633866266,3,-55,2,1,2,1,1,1,2,1,0,1,0,0,0,1,11
10006368,1,OH,10245,2,1,5,f,,37,17,0,3.0,1.0,1,0,2,2,0,2,3,659,10,661.9,653,673,6.349978127696383,5,-1,1,1,2,2,1,2,1,0,0,1,1,0,1,0,15
10006370,2,FL,10293,1,0,9,e,4.0,75,75,0,3.0,12.0,1,0,3,3,0,2,3,657,7,660.5714285714286,642,672,10.146545271784927,6,15,2,1,2,2,1,3,1,2,0,1,1,0,2,0,14
10006372,3,KY,12076,1,0,8,h,,29,29,0,1.0,3.0,1,1,1,1,1,2,2,704,6,702.3333333333334,699,708,3.20416395751944,4,5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,15
10006374,3,FL,12627,1,1,17,d,2.0,61,61,0,3.0,1.0,0,0,3,3,0,0,3,584,6,584.5,581,590,2.949576240750526,3,-6,2,1,2,2,1,2,1,1,0,1,1,0,1,0,13
10006375,3,IN,10001,1,1,18,e,4.0,31,31,0,1.0,1.0,0,0,1,1,0,0,2,557,2,590.5,557,624,47.37615433949868,2,-67,2,1,2,2,1,2,1,1,0,1,1,0,1,0,11
10006376,3,CT,12695,1,1,9,e,4.0,64,64,0,3.0,2.0,2,0,3,2,1,0,1,606,8,615.0,606,637,10.169983846032949,6,-7,2,2,1,2,1,1,3,1,1,0,1,0,0,4,15
10006377,2,IN,10218,1,1,16,d,,22,22,0,0.0,0.0,0,1,1,1,0,0,2,575,3,601.0,575,652,44.170125650715555,3,-77,2,1,2,2,2,2,1,1,0,1,1,1,1,0,12
10006379,2,AL,11796,2,0,10,e,,65,59,1,2.0,0.0,0,1,2,2,1,1,2,637,5,636.2,635,637,1.09544511501034,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,14
10006380,0,NE,12634,1,1,7,f,3.0,38,38,0,3.0,0.0,1,0,3,3,0,2,1,580,3,580.0,580,580,0.0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7
10006381,3,FL,13312,2,0,6,e,3.0,71,16,1,1.0,14.0,1,1,1,1,1,2,3,650,6,647.1666666666666,639,650,4.6654760385909695,3,11,1,1,1,1,1,2,2,0,0,0,0,0,1,1,15
10006384,1,FL,11244,2,1,8,c,2.0,51,48,1,3.0,2.0,1,1,3,3,1,2,3,638,6,630.0,623,638,5.899152481501055,3,15,1,1,1,1,1,1,1,0,0,0,0,0,0,0,15
10006385,2,CO,10563,1,1,3,f,3.0,60,60,0,4.0,3.0,1,0,4,3,0,2,1,567,5,565.0,538,586,17.190113437671087,3,29,2,1,2,2,1,2,2,1,0,1,1,0,1,2,17
10006387,0,NY,13413,1,1,4,d,3.0,68,68,0,4.0,1.0,1,0,4,3,0,0,2,650,4,648.0,642,650,3.9999999999999902,2,8,1,1,1,1,1,1,1,0,0,0,0,0,0,0,11
10006388,0,ME,10071,1,0,17,c,,25,25,0,3.0,9.0,0,0,2,3,0,0,1,582,8,600.625,577,644,26.010643425885725,6,-62,2,2,2,1,2,2,2,1,1,4,0,1,1,1,17
10006389,3,NY,12599,1,1,6,g,2.0,40,16,0,4.0,9.0,1,1,4,3,1,0,2,611,8,609.5,591,615,8.017837257372744,5,20,1,1,1,1,1,1,1,0,0,0,0,0,0,0,11
10006392,3,OR,13414,2,0,12,e,,23,22,1,3.0,6.0,1,1,1,3,0,1,2,632,7,632.0,632,632,0.0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,17
10006393,1,FL,13415,2,1,10,e,2.0,56,55,1,3.0,0.0,0,0,3,3,0,0,3,741,6,731.1666666666666,720,741,10.796604404472092,3,21,1,1,1,2,1,1,2,0,0,0,1,0,0,1,8
10006396,0,FL,13416,1,1,9,e,4.0,67,67,0,2.0,9.0,1,1,2,2,1,1,3,639,5,645.4,639,653,5.41294744108973,5,-14,1,2,2,1,2,2,2,0,1,1,0,1,1,1,11
10006397,3,PA,10287,1,1,6,e,3.0,75,75,0,3.0,15.0,1,0,2,2,0,2,3,594,6,594.0,594,594,0.0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,16
10006398,4,NY,11917,1,1,14,f,4.0,36,36,0,3.0,0.0,0,0,3,3,0,1,4,654,4,657.75,654,669,7.5,2,-15,1,1,1,1,1,1,1,0,0,0,0,0,0,0,11
10006401,0,NV,11697,1,0,2,e,,53,53,0,2.0,3.0,2,0,2,2,1,2,3,672,8,670.625,660,685,7.443837336059568,5,-13,1,1,2,2,1,2,1,0,0,1,2,0,1,0,15
10006402,1,FL,11950,2,0,6,g,2.0,58,52,1,3.0,6.0,1,0,3,3,1,2,3,652,7,648.7142857142857,619,657,13.313079855469026,3,33,1,1,1,1,1,1,1,0,0,0,0,0,0,0,11
10006403,2,MD,13417,1,0,4,e,2.0,31,31,0,3.0,15.0,1,1,4,3,1,2,4,658,10,650.2,638,661,7.130529043797884,7,20,1,1,3,2,1,1,1,0,0,2,1,0,0,0,14
10006405,0,IN,11498,1,0,15,d,1.0,64,64,0,2.0,0.0,0,1,3,3,0,0,2,575,6,561.3333333333334,534,582,21.03013710527504,5,41,1,2,2,2,1,1,2,0,1,1,1,0,0,1,15
10006409,1,PA,10915,1,0,4,e,,22,22,0,3.0,5.0,1,0,1,2,0,2,2,661,6,658.5,653,678,10.07472083980495,3,-17,1,2,2,1,2,1,1,0,1,1,0,1,0,0,12
10006410,2,CO,13420,1,0,13,e,3.0,21,21,0,2.0,4.0,0,0,1,2,0,0,2,657,7,659.0,655,672,6.055300708194993,5,-15,1,1,2,2,1,1,2,0,0,1,1,0,0,2,14
10006411,1,PA,13422,2,0,6,d,,45,31,1,3.0,1.0,1,0,1,1,0,1,3,627,5,633.6,622,655,12.97304898626379,5,-28,2,2,2,2,2,1,2,2,1,1,1,1,0,2,12
10006412,0,NY,12824,2,0,6,e,1.0,75,75,1,3.0,15.0,1,0,3,3,1,0,3,622,5,617.0,605,622,7.000000000000009,3,17,1,1,1,2,2,2,2,0,0,0,1,1,1,1,11
10006417,3,FL,11031,1,1,9,g,1.0,71,71,0,3.0,15.0,1,0,3,3,0,2,3,598,7,606.4285714285714,598,640,15.164180853326055,4,-42,1,2,1,1,2,1,1,0,1,0,0,1,0,0,10
10006418,4,OH,12024,1,1,2,e,3.0,43,43,0,3.0,15.0,1,1,3,3,1,2,3,597,3,595.0,591,597,3.4641016151377544,2,6,1,2,1,1,2,1,2,0,1,0,0,1,0,1,15
10006419,1,OH,11537,2,1,2,e,,31,24,1,3.0,1.0,1,0,3,3,0,2,3,626,7,624.8571428571429,618,626,3.0237157840738194,2,8,1,1,1,1,1,1,1,0,0,0,0,0,0,0,11
10006420,4,MS,13425,1,1,1,c,,23,23,0,1.0,1.0,1,1,1,1,1,2,2,668,5,676.8,636,778,58.66174221756458,4,32,2,2,1,1,2,2,1,1,1,0,0,1,1,0,15
10006422,2,NY,13427,1,0,1,e,3.0,22,22,0,4.0,5.0,1,1,3,3,1,0,2,702,3,705.6666666666666,702,713,6.3508529610858755,2,-11,1,1,1,1,1,1,2,0,0,0,0,0,0,1,11
10006424,0,SD,13428,1,1,1,f,3.0,30,30,0,4.0,10.0,2,0,3,3,1,2,2,613,7,613.0,613,613,0.0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,12
10006425,2,PA,10957,1,1,14,d,,53,53,0,2.0,8.0,1,0,2,3,1,1,1,623,2,633.0,623,643,14.142135623730951,2,-20,1,1,2,1,1,1,1,0,0,1,0,0,0,0,14
10006427,3,NY,10751,2,1,1,i,2.0,32,32,1,3.0,1.0,2,0,3,3,0,0,1,684,7,691.5714285714286,684,718,12.882250616735462,4,-15,2,1,1,1,1,1,2,1,0,0,0,0,0,1,10
10006428,0,NY,11742,1,1,1,h,4.0,26,26,0,2.0,6.0,1,1,3,3,1,0,2,795,2,775.0,755,795,28.284271247461902,2,40,2,2,1,1,2,1,1,1,1,0,0,1,0,0,9
10006429,3,PA,10599,1,1,2,f,4.0,63,63,0,3.0,9.0,2,1,3,3,1,2,3,597,7,597.8571428571429,591,603,3.6253078686998634,5,6,1,2,1,1,2,1,1,0,1,0,0,1,0,0,14
10006431,4,KY,11068,1,1,5,e,,56,56,0,3.0,14.0,1,0,2,3,1,2,1,646,7,646.7142857142857,646,651,1.8898223650461352,2,-5,1,1,2,1,1,1,2,0,0,1,0,0,0,1,13
10006433,5,NH,11808,2,0,1,e,4.0,75,55,1,0.0,0.0,1,1,3,3,1,2,1,630,7,621.4285714285714,599,630,14.649882170824705,3,29,1,1,1,1,1,2,1,0,0,0,0,0,1,0,10
10006434,0,FL,10342,1,0,13,e,3.0,24,24,0,2.0,6.0,0,1,1,3,0,2,3,629,6,688.5,628,768,66.75552411598608,4,-139,2,2,2,1,1,1,2,1,1,1,0,0,0,1,10
10006436,3,PA,11909,1,0,9,e,2.0,21,21,0,4.0,0.0,1,1,3,3,1,1,3,654,6,653.6666666666666,644,658,5.125101625008679,3,10,1,1,1,1,1,1,2,0,0,0,0,0,0,1,9
10006437,1,NV,11829,1,1,1,f,,60,60,0,3.0,3.0,2,1,1,2,1,2,1,668,8,670.25,625,686,20.225514296833804,6,43,3,2,1,2,2,3,2,3,1,0,1,1,3,1,15
10006438,1,NY,10639,1,1,1,f,4.0,37,37,0,3.0,7.0,1,0,3,3,1,0,2,748,5,753.6,748,758,4.037325847637275,5,-9,1,1,1,1,1,1,2,0,0,0,0,0,0,1,12
10006439,5,CT,10566,1,0,3,d,3.0,43,43,0,3.0,9.0,1,1,3,3,1,0,2,664,4,660.25,649,664,7.5,2,15,1,2,1,1,1,1,2,0,1,0,0,0,0,1,9
10006440,0,CO,13431,2,1,7,e,,21,21,1,1.0,2.0,0,1,1,2,0,0,1,605,5,625.2,605,680,31.316130029108,3,-75,2,1,3,2,1,2,3,1,0,2,1,0,1,2,11
10006441,3,DE,13432,2,1,7,d,4.0,64,19,1,3.0,8.0,1,1,2,3,1,2,1,759,9,757.0,752,759,2.8722813232690205,3,1,1,1,2,1,1,1,1,0,0,1,0,0,0,0,15
10006443,4,PA,11090,1,1,4,e,,60,60,0,3.0,15.0,1,1,3,3,1,2,2,617,5,620.8,608,628,8.28854631404083,5,-11,1,2,1,1,2,2,2,0,1,0,0,1,1,1,13
10006444,2,OH,13433,1,0,16,d,,21,21,0,3.0,0.0,0,0,2,2,0,2,3,563,3,575.6666666666666,563,601,21.93931022920577,2,-38,2,1,2,2,1,1,1,1,0,1,1,0,0,0,13
10006445,1,OH,13340,1,1,7,d,3.0,28,28,0,3.0,7.0,1,1,3,3,1,2,2,600,4,600.0,595,607,5.0990195135927845,4,2,1,1,1,1,2,1,1,0,0,0,0,3,0,0,9
10006447,4,WA,13434,1,0,7,e,,42,42,0,1.0,1.0,1,0,1,1,0,2,1,654,8,644.625,584,654,24.558603380485625,3,70,2,1,1,1,1,2,2,1,0,0,0,0,1,1,16
10006451,1,NY,13436,1,1,6,f,4.0,31,31,0,3.0,9.0,1,1,3,3,1,0,3,646,8,641.125,598,655,17.70744395525711,3,48,2,1,1,1,2,1,1,1,0,0,0,1,0,0,10
10006454,1,OH,11863,2,1,11,f,,55,21,0,2.0,15.0,1,1,3,3,1,1,3,607,5,606.2,603,607,1.7888543819998366,2,4,1,1,1,1,1,1,2,0,0,0,0,0,0,1,8
10006457,0,MS,12836,1,0,7,g,4.0,32,32,0,1.0,1.0,1,0,1,1,0,2,1,661,9,660.8888888888889,660,661,0.333333333333359,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,14
10006459,4,MO,13438,2,1,5,e,2.0,73,71,1,3.0,9.0,1,1,4,3,0,1,4,590,8,572.375,559,590,11.312919289782917,3,22,1,2,2,1,1,2,3,0,1,1,0,0,1,3,11
10006460,1,OR,10543,2,1,4,e,1.0,40,38,1,3.0,1.0,1,1,3,3,1,2,1,608,6,609.1666666666666,597,620,9.347013783378445,4,6,1,2,1,1,2,2,2,0,1,0,0,1,1,2,11
10006461,1,ME,11410,1,1,13,f,,71,71,0,3.0,3.0,0,0,2,3,0,0,4,585,4,573.5,548,585,17.521415467935245,3,9,2,2,2,1,2,2,2,1,1,1,0,1,1,1,9
10006463,2,CO,10675,1,0,10,c,,51,51,0,3.0,7.0,0,1,3,3,0,0,2,630,7,627.8571428571429,623,630,2.8535691936340237,3,7,1,1,1,1,1,1,2,0,0,0,0,0,0,1,11
10006464,1,NM,13439,1,1,10,g,4.0,63,63,0,4.0,3.0,1,0,1,2,1,2,2,646,7,647.7142857142857,644,654,3.1997023671109237,6,-1,1,2,2,1,1,2,1,0,1,2,0,0,1,0,11
10006467,2,WA,10358,2,1,9,e,1.0,63,62,1,3.0,5.0,1,1,3,3,1,2,3,593,2,575.5,558,593,24.748737341529164,2,35,1,2,2,1,2,1,2,0,1,1,0,1,0,1,13
10006469,4,MS,12591,1,0,9,f,,32,32,0,2.0,1.0,1,1,2,3,1,1,3,681,4,676.75,664,681,8.499999999999991,2,17,1,1,1,1,1,1,1,0,0,0,0,0,0,0,16
10006470,2,FL,13441,2,1,1,g,3.0,44,16,1,4.0,1.0,2,0,4,3,0,3,3,715,9,720.3333333333334,712,728,5.9160797830996295,6,-13,1,1,1,1,1,1,2,0,0,0,0,0,0,2,20
10006471,4,AR,13442,1,0,4,e,4.0,27,27,0,4.0,9.0,2,0,2,2,0,3,1,626,6,631.6666666666666,624,662,14.93541652136513,4,-36,2,2,2,2,2,2,2,1,1,1,1,1,1,1,16
10006472,1,AR,13443,1,1,3,e,,50,50,0,2.0,11.0,1,1,2,2,1,2,2,660,7,631.4285714285714,563,665,44.63502788489904,5,89,3,2,2,2,2,3,2,2,1,1,1,1,2,1,14
10006474,0,OH,11041,2,0,8,g,4.0,28,25,0,3.0,9.0,1,0,3,3,0,2,3,633,8,637.875,632,643,4.1554611227705,5,-4,1,1,2,2,1,1,1,0,0,1,1,0,0,0,15
10006476,4,AL,13444,1,0,1,i,4.0,30,30,0,4.0,1.0,1,1,4,3,1,2,3,673,8,665.875,657,673,6.812540956626583,4,16,1,1,1,2,2,1,2,0,0,0,2,1,0,1,16
10006479,0,UT,10085,1,1,1,e,1.0,72,72,0,2.0,15.0,1,1,2,3,1,1,1,646,7,641.1428571428571,635,646,5.7569833370313725,3,11,1,1,1,1,2,2,1,0,0,0,0,1,1,0,15
10006480,0,DC,11201,1,1,5,f,,68,68,0,3.0,10.0,1,1,3,3,1,1,1,679,5,652.0,595,699,49.4368283772331,5,84,2,2,2,2,2,2,3,1,1,1,1,1,1,2,13
10006482,2,MD,13446,1,1,1,e,1.0,33,33,0,1.0,1.0,1,0,1,1,1,2,2,691,9,671.8888888888889,608,691,33.65057371147051,4,73,2,1,1,1,2,2,2,1,0,0,0,1,1,1,15
10006483,2,NY,13447,1,0,5,e,2.0,31,31,0,4.0,4.0,0,0,2,2,0,0,2,624,10,625.6,618,629,3.470510689285427,4,6,1,1,1,1,1,1,1,0,0,0,0,0,0,0,11
10006486,0,NM,10187,1,0,18,e,,26,26,0,1.0,8.0,2,1,1,1,1,2,4,682,3,666.6666666666666,651,682,15.502687938977994,3,31,1,1,1,1,1,1,2,0,0,0,0,0,0,1,13
10006487,0,IN,11970,1,0,13,g,4.0,23,23,0,1.0,1.0,0,1,2,3,0,0,3,589,6,597.0,589,606,7.293833011524194,5,-6,1,1,1,1,1,1,3,0,0,0,0,0,0,2,13
10006488,2,AL,13444,1,0,7,e,4.0,19,19,0,4.0,4.0,1,1,2,3,0,2,2,651,7,657.0,651,662,4.472135954999578,4,-2,1,1,2,1,1,1,1,0,0,1,0,0,0,0,10
10006489,0,NY,13448,1,1,4,f,1.0,60,60,0,3.0,3.0,1,1,3,3,1,0,2,626,8,626.625,626,631,1.7677669529663695,2,-5,1,2,1,2,1,1,2,0,1,0,1,0,0,1,11
10006490,0,KY,11574,1,0,12,d,,27,27,0,1.0,2.0,0,0,1,3,0,0,1,655,4,667.5,655,672,8.3466560170326,3,-17,2,1,2,1,1,2,1,2,0,1,0,0,2,0,10
10006491,3,NE,10197,1,1,8,f,,54,54,0,3.0,10.0,1,0,3,3,0,2,3,615,4,610.0,605,615,5.773502691896241,2,10,1,1,1,1,1,1,2,0,0,0,0,0,0,1,17
10006492,2,AL,13449,1,1,7,g,,31,31,0,1.0,1.0,1,0,1,1,0,2,2,626,7,610.1428571428571,567,626,27.156512855596738,3,52,2,1,1,1,1,2,2,1,0,0,0,0,1,1,13
10006494,3,NV,13450,2,0,10,g,,60,34,0,1.0,14.0,1,1,1,1,0,2,2,589,4,587.5,583,589,3.0,2,6,1,1,1,1,1,1,1,0,0,0,0,0,0,0,15
10006495,3,WY,13451,1,1,1,f,2.0,64,64,0,3.0,0.0,1,0,3,2,0,2,1,582,6,540.5,499,582,45.46097227292878,2,83,2,1,1,1,1,2,1,1,0,0,0,0,1,0,17
10006497,3,WA,10903,1,1,1,f,,58,58,0,2.0,1.0,1,0,2,2,0,1,3,645,5,657.2,628,690,30.572863784735656,4,-45,1,1,1,1,1,1,3,0,0,0,0,0,0,2,19
10006498,2,DC,11419,2,1,2,g,3.0,39,31,1,3.0,4.0,1,1,3,2,1,2,2,633,4,638.75,633,647,6.946221994724886,3,-14,1,1,2,1,1,1,2,0,0,1,0,0,0,1,9
10006499,2,OH,12278,1,1,6,d,2.0,58,58,0,3.0,2.0,1,1,3,3,1,1,4,582,8,579.375,566,582,5.680480361981476,3,16,1,2,1,1,2,2,1,0,1,0,0,1,1,0,17
10006500,3,FL,11393,1,0,9,i,3.0,39,39,0,4.0,1.0,1,1,1,3,1,1,3,640,6,642.6666666666666,640,654,5.609515724790053,3,-14,1,1,2,1,1,1,2,0,0,1,0,0,0,1,13
10006501,0,PA,13452,1,0,14,f,,31,31,0,4.0,6.0,0,0,1,1,0,0,2,586,8,597.0,572,659,38.52272056851645,5,-73,2,1,2,2,2,2,1,1,0,1,1,1,1,0,15
10006503,1,OK,13453,2,1,45,a,,35,31,1,2.0,1.0,0,0,1,1,0,0,2,587,6,589.3333333333334,577,605,9.244818368506024,4,-18,1,1,1,1,1,2,1,0,0,0,0,0,1,0,11
10006504,2,OH,13163,2,1,1,f,,29,24,1,3.0,3.0,1,1,3,3,0,2,2,621,7,628.5714285714286,612,638,8.960229588895242,5,-17,2,1,1,1,1,2,1,2,0,0,0,0,1,0,11
10006506,3,FL,10902,2,1,1,e,3.0,23,23,1,3.0,3.0,1,0,1,2,1,2,3,692,3,689.6666666666666,685,692,4.0414518843273886,2,7,1,1,1,1,2,1,1,0,0,0,0,1,0,0,12
10006508,1,PA,13455,1,0,1,g,2.0,55,55,0,3.0,15.0,1,1,3,2,1,1,3,621,7,620.4285714285714,612,627,4.391550328268405,4,9,1,1,1,1,1,1,1,0,0,0,0,0,0,0,12
10006509,0,PA,10039,1,1,13,f,,59,59,0,0.0,0.0,0,0,1,1,0,0,2,662,2,709.0,662,756,66.46803743153546,2,-94,2,1,1,1,2,2,1,1,0,0,0,1,1,0,12
10006512,4,PA,10107,1,1,4,e,4.0,75,75,0,3.0,15.0,1,1,3,2,1,2,1,671,7,697.7142857142857,656,735,35.556125987487654,5,-64,2,2,2,2,2,2,3,1,1,1,1,1,1,3,14
10006514,3,TN,11966,1,1,2,h,,37,37,0,3.0,1.0,1,0,3,3,1,2,2,658,8,621.375,556,658,48.77041697000932,4,92,2,1,2,2,2,2,2,1,0,1,1,1,1,1,16
10006515,1,WA,13457,1,1,26,b,,28,28,0,2.0,3.0,0,0,2,3,0,0,3,593,7,597.1428571428571,587,634,16.496752927253798,3,-41,2,2,2,1,2,2,2,1,1,1,0,1,1,1,15
10006516,2,PA,11909,1,1,9,e,4.0,55,55,0,3.0,1.0,1,0,3,3,0,1,2,555,4,571.75,555,586,12.737739202857007,3,-18,1,1,2,1,1,2,2,0,0,1,0,0,1,1,8
10006517,1,FL,10251,1,1,3,e,1.0,74,74,0,3.0,3.0,2,1,3,2,0,3,3,626,5,626.2,621,633,4.324349662087934,4,-7,2,2,1,1,2,2,1,1,2,0,0,1,1,0,17
10006518,0,DC,11196,1,1,17,f,,42,42,0,1.0,14.0,0,0,1,1,0,0,4,623,7,627.4285714285714,613,650,15.86250445607655,5,-27,1,1,1,1,1,1,3,0,0,0,0,0,0,4,12
10006521,0,PA,10107,1,0,4,d,2.0,71,71,0,2.0,12.0,1,1,2,2,1,1,3,646,9,645.2222222222222,640,651,3.382963855030747,3,6,1,1,1,1,1,1,3,0,0,0,0,0,0,5,10
10006524,2,FL,13054,1,1,15,g,1.0,57,57,0,1.0,3.0,0,0,1,1,0,0,3,553,6,563.6666666666666,553,599,17.591664692878453,4,-46,2,1,1,1,1,2,2,1,0,0,0,0,1,1,7
10006525,4,WA,13459,1,1,14,c,3.0,55,55,0,3.0,1.0,2,1,3,3,1,3,1,611,4,611.75,605,619,5.737304826019502,4,-8,2,1,1,1,1,2,1,1,0,0,0,0,1,0,12
10006527,4,UT,12895,2,0,5,d,,24,22,0,1.0,1.0,1,1,1,2,0,2,2,764,6,745.8333333333334,686,764,30.25502713048967,5,78,1,1,2,2,1,1,1,0,0,1,1,0,0,0,16
10006529,0,RI,13460,1,0,3,e,4.0,49,49,0,3.0,15.0,1,1,3,3,1,2,2,682,5,677.6,667,683,6.949820141557631,4,15,1,1,1,1,1,1,1,0,0,0,0,0,0,0,14
10006530,5,MD,11518,1,0,4,e,2.0,51,51,0,3.0,1.0,1,0,3,2,0,2,2,663,2,662.5,662,663,0.7071067811865476,2,1,1,1,2,1,1,1,1,0,0,1,0,0,0,0,15
10006531,0,FL,11606,1,0,5,f,3.0,22,22,0,3.0,7.0,1,0,3,3,0,1,4,679,6,681.0,679,682,1.5491933384829595,2,-3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,15
10006532,3,WA,13461,1,0,11,e,2.0,72,72,0,3.0,4.0,2,0,1,2,0,3,1,573,10,578.9,545,605,17.2655726809162,7,-32,3,1,2,3,1,4,2,2,0,2,2,0,3,1,14
10006533,3,OH,13462,1,1,1,e,,60,60,0,1.0,2.0,2,0,1,1,0,3,3,685,4,683.75,680,685,2.4999999999999907,2,5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,13
10006535,4,FL,11989,2,1,1,g,2.0,75,75,1,4.0,15.0,1,0,4,3,1,2,3,630,7,601.2857142857143,559,638,37.866934942040956,5,65,2,1,2,2,2,3,3,1,0,1,1,1,2,2,9
10006541,2,FL,10714,2,1,12,f,1.0,66,66,0,3.0,6.0,1,1,3,3,1,1,3,587,3,579.3333333333334,566,587,11.590225767142464,3,21,1,1,2,1,1,2,1,0,0,1,0,0,1,0,13
10006543,2,KY,11827,2,0,13,d,,48,21,0,4.0,15.0,0,0,4,3,0,0,2,647,3,630.3333333333334,597,647,28.86751345948128,2,50,1,1,2,2,1,1,3,0,0,1,1,0,0,2,12
10006544,0,AL,10738,2,0,1,f,4.0,24,23,1,2.0,2.0,1,1,2,3,1,2,2,657,3,655.3333333333334,649,660,5.686240703077323,3,-3,1,1,1,2,1,1,2,0,0,0,1,0,0,1,8
10006546,0,NY,12532,1,1,4,e,2.0,38,38,0,3.0,9.0,2,0,3,3,1,0,2,672,6,674.3333333333334,671,676,2.2509257354845285,4,-3,1,1,1,1,1,2,1,0,0,0,0,0,1,0,9
10006548,0,NY,12770,2,1,1,f,2.0,75,75,1,4.0,1.0,2,1,4,3,1,0,4,706,4,710.5,706,715,5.196152422706632,2,-9,1,1,1,1,1,1,1,0,0,0,0,0,0,0,15
10006549,1,AL,10124,1,1,2,d,4.0,23,23,0,3.0,0.0,2,1,3,3,1,3,3,608,4,591.75,542,615,33.58943286213685,4,66,3,2,1,2,2,3,2,2,1,0,1,1,2,1,10
